keyword,title,authors,year,url,abstract,relevant
Privilege escalation in autonomous agents,Observable-Only No-Meta Causal Autonomy Protocol (ONCAP),K Takahashi,2026,https://doi.org/10.5281/zenodo.18371930,"Observable-Only No-Meta Causal Autonomy Protocol (ONCAP) is an implementation-ready protocol stack for autonomous agents that must operate without any privileged evaluator (“no-meta”) and can rely only on observable evidence (“observable-only”). It treats the future as a verification horizon to operationally tame the arrow of time: agents estimate expected futures and causal pathways, then deterministically exclude trajectories that are predictably not conducive to wellbeing—without introducing a reward channel over wellbeing. ONCAP integrates four mutually reinforcing components into a single turn-based control loop: (1) a Self-Recognition Kernel (SRK) enforcing four safety floors—Visibility, Contraction, Contact, and Dissipation—using SAT/VIOL/UNCERT statuses with fail-closed privilege handling; (2) deterministic, audit-ready replay and observable-only backcasting under a pinned Deterministic Replay Profile (DRP); (3) closure-gated admissibility via commit–open time anchors, deterministic action hashing, and explicit closure obligations with deadlines; and (4) friction-minimal intersubjective contracts that degrade safely under missing evidence and non-adopting counterparties. Anti-gaming is enforced structurally rather than motivationally: decision outcomes become a deterministic function of committed artifacts and pinned policies; non-authoritative proposal computation is separated from authoritative gates; schemas/registries are pinned; chaff is bounded and deduplicated; and uncertainty triggers monotone cap-tightening rather than privilege escalation. Wellbeing is implemented as an exclude-only mask driven by policy-pinned predicate descriptors and conservative abstention semantics—never as a scalar reward signal. The result is a self-contained, verifiable, and audit-friendly autonomy protocol intended for adversarial multi-agent environments where unverifiable internal states, narrative justifications, or subjective self-reports cannot be granted authority.",Y
Privilege escalation in autonomous agents,The Onlife Manifesto,Luciano Floridi,2014,https://doi.org/10.1007/978-3-319-04093-6,"What is the impact of information and communication technologies (ICTs) on the human condition? In order to address this question, in 2012 the European Commission organized a research project entitled",Y
Privilege escalation in autonomous agents,"Internet of things for smart factories in industry 4.0, a review","Mohsen Soori, Behrooz Arezoo, Roza Dastres",2023,https://doi.org/10.1016/j.iotcps.2023.04.006,"The Internet of Things (IoT) is playing a significant role in the transformation of traditional factories into smart factories in Industry 4.0 by using network of interconnected devices, sensors, and software to monitor and optimize the production process. Predictive maintenance using the IoT in smart factories can also be used to prevent machine failures, reduce downtime, and extend the lifespan of equipment. To monitor and optimize energy usage during part manufacturing, manufacturers can obtain real-time insights into energy consumption patterns by deploying IoT sensors in smart factories. Also, IoT can provide a more comprehensive view of the factory environment to enhance workplace safety by identifying potential hazards and alerting workers to potential dangers. Suppliers can use IoT-enabled tracking devices to monitor shipments and provide real-time updates on delivery times and locations in order to analyze and optimize the supply chain in smart factories. Moreover, IoT is a powerful technology which can optimize inventory management in smart factories to reduce costs, improve efficiency, and provide real-time visibility into inventory levels and movements. To analyze and enhance the impact of internet of thing in smart factories of industry 4.0, a review is presented. Applications of internet of things in smart factories such as predictive maintenance, asset tracking, inventory management, quality control, production process monitoring, energy efficiency and supply chain optimization are reviewed. Thus, by analyzing the application of IoT in smart factories of Industry 4.0, new ideas and advanced methodologies can be provided to improve quality control and optimize part production processes.",Y
Privilege escalation in autonomous agents,Raiju: Reinforcement learning-guided post-exploitation for automating security assessment of network systems,"Van-Hau Pham, Hien Do Hoang, Phan Thanh Trung, Van Dinh Quoc, Trong-Nghia To, Phan The Duy",2024,https://doi.org/10.1016/j.comnet.2024.110706,,Y
Privilege escalation in autonomous agents,Preparing for Critical Infrastructure Breakdowns: The Limits of Crisis Management and the Need for Resilience,"Arjen Boin, Allan McConnell",2007,https://doi.org/10.1111/j.1468-5973.2007.00504.x,"Modern societies are widely considered to harbour an increased propensity for breakdowns of their critical infrastructure (CI) systems. While such breakdowns have proven rather rare, Hurricane Katrina has demonstrated the catastrophic consequences of such breakdowns. This article explores how public authorities can effectively prepare to cope with these rare events. Drawing from the literature on crisis and disaster management, we examine the strengths and weaknesses of traditional approaches to crisis preparation and crisis response. We argue that the established ways of organising for critical decision‐making will not suffice in the case of a catastrophic breakdown. In the immediate aftermath of such a breakdown, an effective response will depend on the adaptive behaviour of citizens, front‐line workers and middle managers. In this article, we formulate a set of strategies that enhance societal resilience and identify the strong barriers to their implementation.",Y
Privilege escalation in autonomous agents,Commodities Consensus: Neoextractivism and Enclosure of the Commons in Latin America,Maristella Svampa,2015,https://doi.org/10.1215/00382876-2831290,"Over the past decade, a significant number of Latin American countries have questioned the Washington consensus and financial valorization. In doing so, they have moved into the paradigm of the commodities consensus and the large-scale exportation of raw materials. These processes have led to a series of important political and economic changes, while also opening a new phase of conflict linked to the appropriation and dispossession of territories and natural resources. Starting from a regional scenario pierced with strong tensions and asymmetries, this article examines the current phase of capital accumulation in Latin America, focusing on critical concepts such as neoextractivism and bad development. It presents a particular reading of environmental conflict, linked to processes of dispossession, enclosure of the common, and the deepening of extractivism by Latin American progressive governments. The article also explores some prescriptive categories spanning contemporary Latin American thought and debate linked to the environmentalization of struggles. These concepts include buen vivir (living well), the rights of nature, and the commons. To conclude, it briefly reviews the debate around transition and postextractivism.",Y
Least privilege AI orchestration,Zero-Trust Foundation Models: A New Paradigm for Secure and Collaborative Artificial Intelligence for Internet of Things,"Kai Li, Conggai Li, Xin Yuan, Shenghong Li, Sai Zou, Syed Sohail Ahmed, Wei Ni, Dusit Niyato, Abbas Jamalipour, Falko Dressler, Özgür B. Akan",2025,https://doi.org/10.1109/jiot.2025.3603957,"This paper focuses on Zero-Trust Foundation Models (ZTFMs), a novel paradigm that embeds zero-trust security principles into the lifecycle of foundation models (FMs) for Internet of Things (IoT) systems. By integrating core tenets, such as least privilege access, continuous verification, data confidentiality, and behavioral analytics into the design, training, and deployment of FMs, ZTFMs can enable secure, privacy-preserving AI across distributed, heterogeneous, and potentially adversarial IoT environments. We present the first structured synthesis of ZTFMs, identifying their potential to transform conventional trust-based IoT architectures into resilient, self-defending ecosystems. Moreover, we propose a comprehensive technical framework, incorporating federated learning (FL), blockchain-based identity management, micro-segmentation, and trusted execution environments (TEEs) to support decentralized, verifiable intelligence at the network edge. In addition, we investigate emerging security threats unique to ZTFM-enabled systems and evaluate countermeasures, such as anomaly detection, adversarial training, and secure aggregation. Through this analysis, we highlight key open research challenges in terms of scalability, secure orchestration, interpretable threat attribution, and dynamic trust calibration. This survey lays a foundational roadmap for secure, intelligent, and trustworthy IoT infrastructures powered by FMs.",Y
Least privilege AI orchestration,"Enhancing federal cloud security with AI: Zero trust, threat intelligence and CISA Compliance","Bukunmi Temiloluwa Ofili, Emmanuella Osaruwenese Erhabor, Oghogho Timothy Obasuyi",2025,https://doi.org/10.30574/wjarr.2025.25.2.0620,"The increasing adoption of cloud computing by federal agencies has introduced significant security challenges, necessitating robust strategies to protect sensitive government data. Traditional perimeter-based security models are no longer sufficient against evolving cyber threats, leading to the need for Zero Trust Architecture (ZTA), AI-driven threat intelligence, and compliance with Cybersecurity and Infrastructure Security Agency (CISA) frameworks. This paper explores how artificial intelligence (AI) enhances federal cloud security by enabling adaptive access controls, automated anomaly detection, and real-time threat response. Zero Trust Architecture (ZTA) eliminates implicit trust in network environments by enforcing continuous verification of users, devices, and workloads. AI augments ZTA by leveraging machine learning (ML) algorithms to detect insider threats, automate authentication, and enforce least-privilege access. Additionally, AI-powered threat intelligence systems improve incident detection and response by analyzing vast data streams to identify attack patterns, phishing attempts, and ransomware indicators in real time. Ensuring compliance with CISA’s cloud security directives is essential for safeguarding federal systems against cyber threats. AI-driven compliance automation tools facilitate real-time monitoring of cloud configurations, detect policy violations, and support continuous diagnostics and mitigation (CDM) strategies. By integrating AI with ZTA and threat intelligence, federal agencies can proactively address cloud security risks, reduce attack surfaces, and strengthen their cyber resilience. This study highlights the transformative role of AI in enhancing federal cloud security, emphasizing the need for intelligent automation, predictive analytics, and regulatory alignment to secure critical infrastructures. Future research should focus on refining AI models for adaptive security orchestration, deception techniques, and proactive threat hunting in federal cloud environments",Y
Least privilege AI orchestration,Microglial <scp>M1/M2</scp> polarization and metabolic states,"Rubén Orihuela, Christopher A. McPherson, G. Jean Harry",2015,https://doi.org/10.1111/bph.13139,"Microglia are critical nervous system-specific immune cells serving as tissue-resident macrophages influencing brain development, maintenance of the neural environment, response to injury and repair. As influenced by their environment, microglia assume a diversity of phenotypes and retain the capability to shift functions to maintain tissue homeostasis. In comparison with peripheral macrophages, microglia demonstrate similar and unique features with regards to phenotype polarization, allowing for innate immunological functions. Microglia can be stimulated by LPS or IFN-γ to an M1 phenotype for expression of pro-inflammatory cytokines or by IL-4/IL-13 to an M2 phenotype for resolution of inflammation and tissue repair. Increasing evidence suggests a role of metabolic reprogramming in the regulation of the innate inflammatory response. Studies using peripheral immune cells demonstrate that polarization to an M1 phenotype is often accompanied by a shift in cells from oxidative phosphorylation to aerobic glycolysis for energy production. More recently, the link between polarization and mitochondrial energy metabolism has been considered in microglia. Under these conditions, energy demands would be associated with functional activities and cell survival and thus, may serve to influence the contribution of microglia activation to various neurodegenerative conditions. This review examines the polarization states of microglia and their relationship to mitochondrial metabolism. Additional supporting experimental data are provided to demonstrate mitochondrial metabolic shifts in primary microglia and the BV-2 microglia cell line induced under LPS (M1) and IL-4/IL-13 (M2) polarization.",Y
Least privilege AI orchestration,Role of hypoxia in cancer therapy by regulating the tumor microenvironment,"Xinming Jing, Fengming Yang, Chuchu Shao, Ke Wei, Mengyan Xie, Hua Shen, Yongqian Shu",2019,https://doi.org/10.1186/s12943-019-1089-9,Hypoxia targeting might be relevant to overcome hypoxia-associated resistance in cancer treatment.,N
Least privilege AI orchestration,"The Politics, Power, and Pathologies of International Organizations","Michael Barnett, Martha Finnemore",1999,https://doi.org/10.1162/002081899551048,"International Relations scholars have vigorous theories to explain why international organizations (IOs) are created, but they have paid little attention to IO behavior and whether IOs actually do what their creators intend. This blind spot flows logically from the economic theories of organization that have dominated the study of international institutions and regimes. To recover the agency and autonomy of IOs, we offer a constructivist approach. Building on Max Weber's well-known analysis of bureaucracy, we argue that IOs are much more powerful than even neoliberals have argued, and that the same characteristics of bureaucracy that make IOs powerful can also make them prone to dysfunctional behavior. IOs are powerful because, like all bureaucracies, they make rules, and, in so doing, they create social knowledge. IOs deploy this knowledge in ways that define shared international tasks, create new categories of actors, form new interests for actors, and transfer new models of political organization around the world. However, the same normative valuation on impersonal rules that defines bureaucracies and makes them powerful in modern life can also make them unresponsive to their environments, obsessed with their own rules at the expense of primary missions, and ultimately produce inefficient and self-defeating behavior. Sociological and constructivist approaches thus allow us to expand the research agenda beyond IO creation and to ask important questions about the consequences of global bureaucratization and the effects of IOs in world politics.",Y
Least privilege AI orchestration,A security enforcement kernel for OpenFlow networks,"Philip Porras, Seungwon Shin, Vinod Yegneswaran, Martin Fong, Mabry Tyson, Guofei Gu",2012,https://doi.org/10.1145/2342441.2342466,"Software-defined networks facilitate rapid and open innovation at the network control layer by providing a programmable network infrastructure for computing flow policies on demand. However, the dynamism of programmable networks also introduces new security challenges that demand innovative solutions. A critical challenge is efficient detection and reconciliation of potentially conflicting flow rules imposed by dynamic OpenFlow (OF) applications. To that end, we introduce FortNOX, a software extension that provides role-based authorization and security constraint enforcement for the NOX OpenFlow controller. FortNOX enables NOX to check flow rule contradictions in real time, and implements a novel analysis algorithm that is robust even in cases where an adversarial OF application attempts to strategically insert flow rules that would otherwise circumvent flow rules imposed by OF security applications. We demonstrate the utility of FortNOX through a prototype implementation and use it to examine performance and efficiency aspects of the proposed framework.",Y
Least privilege AI orchestration,6G networks. Beyond Shannon towards semantic and goal-oriented communications,"Emilio Calvanese Strinati, Sergio Barbarossa",2021,https://doi.org/10.1016/j.comnet.2021.107930,,Y
Least privilege AI orchestration,The role of inflammation in perinatal brain injury,"Henrik Hagberg, Carina Mallard, Donna M. Ferriero, Susan J. Vannucci, Steven W. Levison, Zinaida S. Vexler, Pierre Gressèns",2015,https://doi.org/10.1038/nrneurol.2015.13,,Y
Least privilege AI orchestration,Metaverse marketing: How the metaverse will shape the future of consumer research and practice,"Yogesh K. Dwivedi, Laurie Hughes, Yichuan Wang, Ali Abdallah Alalwan, Sun Joo Ahn, Janarthanan Balakrishnan, Sergio Barta, Russell W. Belk, Dimitrios Buhalis, Vincent Dutot, Reto Felix, Raffaele Filieri, Carlos Flavián, Anders Gustafsson, Chris Hinsch, Svend Hollensen, Varsha Jain, Jooyoung Kim, Anjala S. Krishen, Jared Offei Lartey, Neeraj Pandey, Samuel Ribeiro‐Navarrete, Ramakrishnan Raman, Philipp A. Rauschnabel, Amalesh Sharma, Μαριάννα Σιγάλα, Cleopatra Veloutsou, Jochen Wirtz",2022,https://doi.org/10.1002/mar.21767,"Abstract The initial hype and fanfare from the Meta Platforms view of how the metaverse could be brought to life has evolved into an ongoing discussion of not only the metaverse's impact on users and organizations but also the societal and cultural implications of widespread usage. The potential of consumer interaction with brands within the metaverse has engendered significant debate within the marketing‐focused discourse on the key challenges and transformative opportunities for marketers. Drawing on insights from expert contributors, this study examines the marketing implications of the hypothetical widespread adoption of the metaverse. We identify new research directions and propose a new framework offering valuable contributions for academia, practice, and policy makers. Our future research agenda culminates in a checklist for researchers which clarifies how the metaverse can be beneficial to digital marketing and advertising, branding, services, value creation, and consumer wellbeing.",Y
Least privilege AI orchestration,Survey on Multi-Access Edge Computing Security and Privacy,"Pasika Ranaweera, Anca Delia Jurcut, Madhusanka Liyanage",2021,https://doi.org/10.1109/comst.2021.3062546,"The European Telecommunications Standards Institute (ETSI) has introduced the paradigm of Multi-Access Edge Computing (MEC) to enable efficient and fast data processing in mobile networks. Among other technological requirements, security and privacy are significant factors in the realization of MEC deployments. In this paper, we analyse the security and privacy of the MEC system. We introduce a thorough investigation of the identification and the analysis of threat vectors in the ETSI standardized MEC architecture. Furthermore, we analyse the vulnerabilities leading to the identified threat vectors and propose potential security solutions to overcome these vulnerabilities. The privacy issues of MEC are also highlighted, and clear objectives for preserving privacy are defined. Finally, we present future directives to enhance the security and privacy of MEC services.",Y
AI agent blast radius mitigation,A computational framework to explore large-scale biosynthetic diversity,"Jorge C. Navarro-Muñoz, Nelly Sélem‐Mójica, Michael W. Mullowney, Satria A. Kautsar, James H. Tryon, Elizabeth I. Parkinson, Emmanuel L. C. de los Santos, Marley Yeong, Pablo Cruz‐Morales, Sahar Abubucker, Arne Roeters, Wouter Lokhorst, Antonio Fernàndez-Guerra, Luciana Teresa Dias Cappelini, Anthony W. Goering, Regan J. Thomson, William W. Metcalf, Neil L. Kelleher, Francisco Barona‐Gómez, Marnix H. Medema",2019,https://doi.org/10.1038/s41589-019-0400-9,,Y
AI agent blast radius mitigation,Playing FPS Games with Deep Reinforcement Learning,"Guillaume Lample, Devendra Singh Chaplot",2017,https://doi.org/10.1609/aaai.v31i1.10827,"Advances in deep reinforcement learning have allowed autonomous agents to perform well on Atari games, often outperforming humans, using only raw pixels to make their decisions. However, most of these games take place in 2D environments that are fully observable to the agent. In this paper, we present the first architecture to tackle 3D environments in first-person shooter games, that involve partially observable states. Typically, deep reinforcement learning methods only utilize visual input for training. We present a method to augment these models to exploit game feature information such as the presence of enemies or items, during the training phase. Our model is trained to simultaneously learn these features along with minimizing a Q-learning objective, which is shown to dramatically improve the training speed and performance of our agent. Our architecture is also modularized to allow different models to be independently trained for different phases of the game. We show that the proposed architecture substantially outperforms built-in AI agents of the game as well as average humans in deathmatch scenarios.",Y
AI agent blast radius mitigation,"Mechanics of the brain: perspectives, challenges, and opportunities","Alain Goriely, M.G.D. Geers, Gerhard A. Holzapfel, Jayaratnam Jayamohan, Antoine Jérusalem, Sivabal Sivaloganathan, Waney Squier, J.A.W. van Dommelen, Sarah L. Waters, Ellen Kuhl",2015,https://doi.org/10.1007/s10237-015-0662-4,"The human brain is the continuous subject of extensive investigation aimed at understanding its behavior and function. Despite a clear evidence that mechanical factors play an important role in regulating brain activity, current research efforts focus mainly on the biochemical or electrophysiological activity of the brain. Here, we show that classical mechanical concepts including deformations, stretch, strain, strain rate, pressure, and stress play a crucial role in modulating both brain form and brain function. This opinion piece synthesizes expertise in applied mathematics, solid and fluid mechanics, biomechanics, experimentation, material sciences, neuropathology, and neurosurgery to address today's open questions at the forefront of neuromechanics. We critically review the current literature and discuss challenges related to neurodevelopment, cerebral edema, lissencephaly, polymicrogyria, hydrocephaly, craniectomy, spinal cord injury, tumor growth, traumatic brain injury, and shaken baby syndrome. The multi-disciplinary analysis of these various phenomena and pathologies presents new opportunities and suggests that mechanical modeling is a central tool to bridge the scales by synthesizing information from the molecular via the cellular and tissue all the way to the organ level.",Y
AI agent blast radius mitigation,"Robotics cyber security: vulnerabilities, attacks, countermeasures, and recommendations","Jean-Paul A. Yaacoub, Hassan Noura, Ola Salman, Ali Chehab",2021,https://doi.org/10.1007/s10207-021-00545-8,,Y
AI agent blast radius mitigation,Biotechnological advances in bioremediation of heavy metals contaminated ecosystems: an overview with special reference to phytoremediation,"Dinesh Mani, Chitranjan Kumar",2013,https://doi.org/10.1007/s13762-013-0299-8,,Y
AI agent blast radius mitigation,MRXCAT: Realistic numerical phantoms for cardiovascular magnetic resonance,"Lukas Wissmann, Claudio Santelli, W. Paul Segars, Sebastian Kozerke",2014,https://doi.org/10.1186/s12968-014-0063-3,The proposed MRXCAT phantom framework enables versatile and realistic simulations of CMR including breathhold and free-breathing acquisitions.,Y
AI agent blast radius mitigation,"Structure, Fractality, Mechanics and Durability of Calcium Silicate Hydrates","Shengwen Tang, Yang Wang, Zhicheng Geng, Xiaofei Xu, Wenzhi Yu, A Hubao, Jingtao Chen",2021,https://doi.org/10.3390/fractalfract5020047,"Cement-based materials are widely utilized in infrastructure. The main product of hydrated products of cement-based materials is calcium silicate hydrate (C-S-H) gels that are considered as the binding phase of cement paste. C-S-H gels in Portland cement paste account for 60–70% of hydrated products by volume, which has profound influence on the mechanical properties and durability of cement-based materials. The preparation method of C-S-H gels has been well documented, but the quality of the prepared C-S-H affects experimental results; therefore, this review studies the preparation method of C-S-H under different conditions and materials. The progress related to C-S-H microstructure is explored from the theoretical and computational point of view. The fractality of C-S-H is discussed. An evaluation of the mechanical properties of C-S-H has also been included in this review. Finally, there is a discussion of the durability of C-S-H, with special reference to the carbonization and chloride/sulfate attacks.",Y
AI agent blast radius mitigation,Nox Enzymes and New Thinking on Reactive Oxygen: A Double-Edged Sword Revisited,"J. David Lambeth, Andrew S. Neish",2013,https://doi.org/10.1146/annurev-pathol-012513-104651,"Reactive oxygen species (ROS) are a chemical class of molecules that have generally been conceptualized as deleterious entities, albeit ones whose destructive properties could be harnessed as antimicrobial effector functions to benefit the whole organism. This appealingly simplistic notion has been turned on its head in recent years with the discovery of the NADPH oxidases, or Noxes, a family of enzymes dedicated to the production of ROS in a variety of cells and tissues. The Nox-dependent, physiological generation of ROS is highly conserved across virtually all multicellular life, often as a generalized response to microbes and/or other exogenous stressors. This review discusses the current knowledge of the role of physiologically generated ROS and the enzymes that form them in both normal biology and disease.",N
AI agent blast radius mitigation,"Electrocatalysts for the generation of hydrogen, oxygen and synthesis gas","F.M. Sapountzi, José Gracia, C. J. Weststrate, H. Fredriksson, J. W. Niemantsverdriet",2016,https://doi.org/10.1016/j.pecs.2016.09.001,"Water electrolysis is the most promising method for efficient production of high purity hydrogen (and oxygen), while the required power input for the electrolysis process can be provided by renewable sources (e.g. solar or wind). The thus produced hydrogen can be used either directly as a fuel or as a reducing agent in chemical processes, such as in Fischer–Tropsch synthesis. Water splitting can be realized both at low temperatures (typically below 100 °C) and at high temperatures (steam water electrolysis at 500–1000 °C), while different ionic agents can be electrochemically transferred during the electrolysis process (OH−, H+, O2−). Singular requirements apply in each of the electrolysis technologies (alkaline, polymer electrolyte membrane and solid oxide electrolysis) for ensuring high electrocatalytic activity and long-term stability. The aim of the present article is to provide a brief overview on the effect of the nature and structure of the catalyst–electrode materials on the electrolyzer's performance. Past findings and recent progress in the development of efficient anode and cathode materials appropriate for large-scale water electrolysis are presented. The current trends, limitations and perspectives for future developments are summarized for the diverse electrolysis technologies of water splitting, while the case of CO2/H2O co-electrolysis (for synthesis gas production) is also discussed.",Y
AI agent blast radius mitigation,Mechanical characterization of human brain tumors from patients and comparison to potential surgical phantoms,"Daniel Stewart, Andrés M. Rubiano, Kyle Dyson, Chelsey S. Simmons",2017,https://doi.org/10.1371/journal.pone.0177561,"While mechanical properties of the brain have been investigated thoroughly, the mechanical properties of human brain tumors rarely have been directly quantified due to the complexities of acquiring human tissue. Quantifying the mechanical properties of brain tumors is a necessary prerequisite, though, to identify appropriate materials for surgical tool testing and to define target parameters for cell biology and tissue engineering applications. Since characterization methods vary widely for soft biological and synthetic materials, here, we have developed a characterization method compatible with abnormally shaped human brain tumors, mouse tumors, animal tissue and common hydrogels, which enables direct comparison among samples. Samples were tested using a custom-built millimeter-scale indenter, and resulting force-displacement data is analyzed to quantify the steady-state modulus of each sample. We have directly quantified the quasi-static mechanical properties of human brain tumors with effective moduli ranging from 0.17-16.06 kPa for various pathologies. Of the readily available and inexpensive animal tissues tested, chicken liver (steady-state modulus 0.44 ± 0.13 kPa) has similar mechanical properties to normal human brain tissue while chicken crassus gizzard muscle (steady-state modulus 3.00 ± 0.65 kPa) has similar mechanical properties to human brain tumors. Other materials frequently used to mimic brain tissue in mechanical tests, like ballistic gel and chicken breast, were found to be significantly stiffer than both normal and diseased brain tissue. We have directly compared quasi-static properties of brain tissue, brain tumors, and common mechanical surrogates, though additional tests would be required to determine more complex constitutive models.",N
Policy-gated autonomous remediation,Developing a framework for responsible innovation,"Jack Stilgoe, Richard Owen, Phil Macnaghten",2013,https://doi.org/10.1016/j.respol.2013.05.008,"The governance of emerging science and innovation is a major challenge for contemporary democracies. In this paper we present a framework for understanding and supporting efforts aimed at ‘responsible innovation’. The framework was developed in part through work with one of the first major research projects in the controversial area of geoengineering, funded by the UK Research Councils. We describe this case study, and how this became a location to articulate and explore four integrated dimensions of responsible innovation: anticipation, reflexivity, inclusion and responsiveness. Although the framework for responsible innovation was designed for use by the UK Research Councils and the scientific communities they support, we argue that it has more general application and relevance.",Y
Policy-gated autonomous remediation,"Global incidence, prevalence, years lived with disability (YLDs), disability-adjusted life-years (DALYs), and healthy life expectancy (HALE) for 371 diseases and injuries in 204 countries and territories and 811 subnational locations, 1990–2021: a systematic analysis for the Global Burden of Disease Study 2021","Alize J Ferrari, Damian Santomauro, Amirali Aali, Yohannes Habtegiorgis Abate, Cristiana Abbafati, Hedayat Abbastabar, Samar Abd ElHafeez, Michael Abdelmasseh, Sherief Abd‐Elsalam, Arash Abdollahi, Auwal Abdullahi, Kedir Hussein Abegaz, Roberto Ariel Abeldaño Zúñiga, Richard Gyan Aboagye, Hassan Abolhassani, Lucas Guimarães Abreu, Hasan Abualruz, Eman Abu‐Gharbieh, Niveen ME Abu-Rmeileh, Ilana N. Ackerman, Isaac Yeboah Addo, Giovanni Addolorato, Akindele O. Adebiyi, Victor Abiola Adepoju, Habeeb Omoponle Adewuyi, Shadi Afyouni, Saira Afzal, Sina Afzal, Antonella Agodi, Aqeel Ahmad, Danish Ahmad, Firdos Ahmad, Shahzaib Ahmad, Ali Ahmed, Luai A. Ahmed, Muktar Beshir Ahmed, Marjan Ajami, Karolina Akinosoglou, Mohammed Ahmed Akkaif, Syed Mahfuz Al Hasan, Samer O Alalalmeh, Ziyad Al‐Aly, Mohammed ALBashtawy, Robert W Aldridge, Meseret Desalegn Alemu, Megbaru Alemu, Kefyalew Addis Alene, Adel Al‐Gheethi, Maryam Alharrasi, Robert Kaba Alhassan, Mohammed Usman Ali, Rafat Ali, Syed Shujait Ali, Sheikh Mohammad Alif, Syed Mohamed Aljunid, Sabah Al-Marwani, Joseph Uy Almazan, Mahmoud A. Alomari, Basem Al‐Omari, Zaid Altaany, Nelson Alvis‐Guzmán, Nelson J Alvis-Zakzuk, Hassan Alwafi, Mohammad Al‐Wardat, Yaser Mohammed Al‐Worafi, Safwat Aly, Karem H. Alzoubi, Azmeraw T. Amare, Prince M. Amegbor, Edward Kwabena Ameyaw, Tarek Tawfik Amin, Alireza Amindarolzarbi, Sohrab Amiri, Dickson A Amugsi, Robert Ancuceanu, Deanna Anderlini, David Anderson, Pedro Prata Andrade, Cătălina Liliana Andrei, Hossein Ansari, Catherine M Antony, Saleha Anwar, Sumadi Lukman Anwar, Razique Anwer, P.E. Anyanwu, Juan Pablo Arab, Jalal Arabloo, Mosab Arafat, Daniel T Araki, Aleksandr Y. Aravkin, Mesay Arkew, Benedetta Armocida, Michael B. Arndt, Mahwish Arooj, Anton A Artamonov, Raphael Taiwo Aruleba, Ashokan Arumugam, Charlie Ashbaugh, Mubarek Yesse Ashemo, Muhammad Ashraf",2024,https://doi.org/10.1016/s0140-6736(24)00757-8,Bill & Melinda Gates Foundation.,Y
Policy-gated autonomous remediation,"Global, regional, and national burden of disorders affecting the nervous system, 1990–2021: a systematic analysis for the Global Burden of Disease Study 2021","Jaimie D Steinmetz, Katrin Seeher, Nicoline Schiess, Emma Nichols, Bochen Cao, Chiara Servili, Vanessa Cavallera, Ewerton Cousin, Hailey Hagins, Madeline E Moberg, Max L. Mehlman, Yohannes Habtegiorgis Abate, Jaffar Abbas, Madineh Abbasi, Mohammadreza Abbasian, Hedayat Abbastabar, Michael Abdelmasseh, Mohammad Abdollahı, Mozhan Abdollahi, Mohammad‐Amin Abdollahifar, Rami Abd‐Rabu, Deldar Morad Abdulah, Auwal Abdullahi, Aidin Abedi, Vida Abedi, Roberto Ariel Abeldaño Zúñiga, Hassan Abidi, Olumide Abiodun, Richard Gyan Aboagye, Hassan Abolhassani, Victor Aboyans, Woldu Aberhe, Ahmed Abualhasan, Eman Abu‐Gharbieh, Salahdein Aburuz, Lawan Hassan Adamu, Isaac Yeboah Addo, Oladimeji Adebayo, Victor Adekanmbi, Tayo Alex Adekiya, Wirawan Adikusuma, Qorinah Estiningtyas Sakilah Adnani, Saryia Adra, Tsion Afework, Aanuoluwapo Adeyimika Afolabi, Ali Afraz, Saira Afzal, Shahin Aghamiri, Antonella Agodi, Williams Agyemang‐Duah, Bright Opoku Ahinkorah, Aqeel Ahmad, Danish Ahmad, Sajjad Ahmad, Amir Mahmoud Ahmadzade, Ali Ahmed, Ayman Ahmed, Haroon Ahmed, Jivan Qasim Ahmed, Luai A. Ahmed, Muktar Beshir Ahmed, Syed Anees Ahmed, Marjan Ajami, Budi Aji, Olufemi Ajumobi, Esma’il Akade, Morteza Akbari, Hossein Akbarialiabad, Shiva Akhlaghi, Karolina Akinosoglou, Rufus Akinyemi, Maxwell Akonde, Syed Mahfuz Al Hasan, Fares Alahdab, Tareq Mohammed Ali AL-Ahdal, Rasmieh Al‐Amer, Mohammed ALBashtawy, Mohammad T AlBataineh, Khalifah A Aldawsari, Hediyeh Alemi, Sharifullah Alemi, Abdelazeem M. Algammal, Adel Al‐Gheethi, Fadwa Alhalaiqa, Robert Kaba Alhassan, Abid Ali, Endale Alemayehu Ali, Liaqat Ali, Mohammed Usman Ali, Musa Mohammed Ali, Rafat Ali, Shahid Ali, Syed Shujait Ali, Zahid Ali, Sheikh Mohammad Alif, Yousef Alimohamadi, Ahmednur Adem Aliyi, Mohamad Aljofan, Syed Mohamed Aljunid, Suvarna Alladi",2024,https://doi.org/10.1016/s1474-4422(24)00038-3,Bill & Melinda Gates Foundation.,Y
